timestamp,instrument_id,instrument_type,process_variable,setpoint,measurement_error,signal_noise,drift_rate,ambient_temperature,humidity,vibration_level,power_supply_voltage,calibration_age_days,maintenance_overdue_days,operating_pressure,operating_temperature,process_load_percent,response_time_ms,error_code,fault_status
2025-01-03 03:32:06,PT111,Pressure Transmitter,11.963,11.1963,0.7668,0.5479,0.0931,28.02,62.49,1.121,23.723,46,38,47.137,132.48,98.95,315.9,112,Warning
2025-03-26 05:08:00,FM333,Flow Meter,470.0334,467.0159,3.0175,0.2503,0.0411,34.77,61.66,0.841,24.187,96,113,44.672,92.83,59.32,562.94,157,Warning
2025-01-08 21:54:43,PT105,Pressure Transmitter,43.6145,43.761,-0.1465,0.2018,0.0051,29.1,80.7,0.05,23.771,8,16,13.498,186.87,37.72,293.25,0,Normal
2025-04-22 04:17:12,LT415,Level Transmitter,37.2806,37.3621,-0.0814,0.2305,0.0847,32.9,51.22,0.5008,24.329,182,15,22.943,161.39,69.6,1808.68,0,Normal
2025-03-07 13:43:04,FM336,Flow Meter,447.7508,441.6154,6.1354,0.0925,0.1161,36.0,64.44,0.3771,24.103,184,54,5.0,213.5,44.41,579.51,250,Faulty
2025-05-04 04:30:00,FM303,Flow Meter,370.447,376.3864,-5.9395,0.2132,0.0705,32.38,48.78,0.2594,24.103,129,93,5.402,184.68,37.04,354.48,257,Faulty
2025-04-20 01:00:39,FM329,Flow Meter,365.5181,363.0853,2.4328,0.2848,0.0932,32.55,51.76,0.7331,21.684,168,88,5.721,45.83,50.97,782.38,261,Faulty
2025-03-04 06:35:36,LT403,Level Transmitter,26.9657,26.6759,0.2898,0.2582,0.1046,31.98,67.87,0.6527,24.914,102,121,31.926,215.32,74.9,965.54,173,Warning
2025-01-17 21:25:19,LT423,Level Transmitter,45.5413,43.0642,2.4771,0.4768,0.0386,31.51,75.84,1.0239,23.236,92,0,49.42,128.76,93.91,618.28,173,Warning
2025-01-05 05:27:26,LT427,Level Transmitter,24.2092,22.704,1.5052,0.2455,0.0223,25.83,71.44,0.3635,23.815,78,0,37.903,78.66,73.88,1009.57,0,Normal
2025-03-05 01:21:02,TT218,Temperature Transmitter,289.9467,288.8467,1.1,0.131,0.0852,33.75,58.41,0.05,23.973,120,0,28.424,256.31,66.69,892.2,0,Normal
2025-01-28 19:44:01,PT107,Pressure Transmitter,30.3561,31.1157,-0.7596,0.1672,0.0502,34.45,71.11,0.133,24.283,126,80,6.382,94.97,44.5,682.21,0,Normal
2025-03-13 01:14:32,TT221,Temperature Transmitter,120.5178,122.2936,-1.7758,0.2445,0.0274,31.95,66.79,0.5169,24.73,89,12,31.295,211.33,74.93,1422.13,137,Warning
2025-04-27 03:06:21,LT421,Level Transmitter,74.0762,77.1212,-3.045,0.3201,0.1067,33.57,55.48,0.7117,24.001,200,32,17.186,45.34,79.66,1993.72,277,Faulty
2025-04-13 03:40:00,TT207,Temperature Transmitter,68.1326,69.2148,-1.0821,0.2958,0.0644,35.78,51.82,0.639,23.628,118,66,46.694,160.04,77.61,639.87,0,Normal
2025-03-28 07:34:29,TT220,Temperature Transmitter,339.7864,340.6952,-0.9088,0.1752,0.0985,33.37,64.81,0.5984,23.914,196,73,22.521,147.73,67.28,820.29,141,Warning
2025-04-24 11:58:51,TT249,Temperature Transmitter,109.5596,109.2667,0.2929,0.1963,0.1297,34.18,52.33,0.3881,23.741,193,5,23.52,191.41,66.62,1364.73,0,Normal
2025-04-01 04:51:15,LT421,Level Transmitter,78.1187,77.4726,0.6461,0.2435,0.0897,36.24,51.64,0.5266,23.811,174,6,12.09,51.71,73.23,1062.14,0,Normal
2025-03-13 13:14:39,TT221,Temperature Transmitter,122.3484,122.5461,-0.1978,0.308,0.0454,35.23,67.47,0.6337,24.167,89,12,32.704,221.28,86.14,1450.91,0,Normal
2025-01-13 16:48:50,FM327,Flow Meter,161.4709,162.0786,-0.6076,0.1708,0.0194,31.64,63.34,0.4371,23.377,52,0,20.271,210.58,53.05,1033.98,0,Normal
2025-04-29 23:16:24,TT238,Temperature Transmitter,310.0208,309.2173,0.8036,0.2407,0.069,33.55,48.76,0.3693,23.961,119,0,35.279,231.41,66.92,1054.42,0,Normal
2025-04-11 10:31:34,FM324,Flow Meter,379.6574,379.1939,0.4634,0.1754,0.0524,32.8,61.73,0.8803,23.706,114,72,56.754,141.95,76.81,1050.58,0,Normal
2025-05-13 09:08:11,PT130,Pressure Transmitter,13.5477,13.2505,0.2972,0.3637,0.0903,30.72,45.75,0.9328,24.486,149,186,23.123,239.14,66.3,676.87,221,Faulty
2025-02-07 04:56:35,PT149,Pressure Transmitter,23.8106,23.1338,0.6768,0.1125,0.0683,28.56,68.53,0.05,24.325,155,0,28.143,42.47,38.97,662.77,0,Normal
2025-03-19 00:11:07,TT220,Temperature Transmitter,340.4884,341.547,-1.0586,0.1565,0.1133,33.77,62.43,0.4328,24.112,187,64,25.243,157.38,70.5,1148.0,0,Normal
2025-03-03 11:39:29,FM315,Flow Meter,193.0393,195.6251,-2.5858,0.295,0.0818,33.08,65.11,0.7546,23.511,153,17,47.422,248.22,69.52,1150.03,150,Warning
2025-01-26 17:40:29,PT149,Pressure Transmitter,23.4338,23.4295,0.0043,0.2139,0.0832,30.6,72.68,0.3278,21.937,143,0,32.965,40.91,55.58,147.59,0,Normal
2025-01-26 19:26:58,TT226,Temperature Transmitter,280.7513,282.1193,-1.368,0.3126,0.0604,29.83,67.23,0.4289,23.76,137,0,27.601,163.61,70.95,1344.98,0,Normal
2025-03-17 18:37:17,LT423,Level Transmitter,42.3614,42.5321,-0.1707,0.198,0.0803,35.14,70.09,0.1772,24.375,151,0,41.466,101.74,63.55,523.56,0,Normal
2025-01-01 10:52:25,LT417,Level Transmitter,16.314,17.3954,-1.0814,0.0816,0.008,27.14,68.37,0.1496,24.663,0,0,9.537,156.79,59.3,590.0,0,Normal
2025-01-22 20:40:12,FM307,Flow Meter,292.3762,294.5769,-2.2007,0.0906,0.0801,29.31,70.9,0.3403,24.48,85,24,31.053,166.77,49.26,830.98,0,Normal
2025-05-07 18:51:54,FM306,Flow Meter,264.3977,266.0873,-1.6896,0.4502,0.0921,31.28,53.54,1.2183,22.695,215,50,56.374,93.66,86.02,653.22,253,Faulty
2025-04-18 17:30:08,PT124,Pressure Transmitter,59.1738,59.417,-0.2432,0.1624,0.0891,37.62,56.33,0.05,23.594,160,6,17.61,42.6,49.74,635.73,0,Normal
2025-02-23 04:07:50,LT407,Level Transmitter,23.9694,24.1483,-0.179,0.1832,0.0262,28.49,75.88,0.1822,24.117,55,40,22.394,168.2,50.3,1989.07,0,Normal
2025-02-14 09:34:51,FM310,Flow Meter,313.0844,313.9905,-0.9061,0.3563,0.1181,32.18,76.7,0.6937,24.149,155,34,31.782,115.98,70.64,325.28,0,Normal
2025-05-04 21:14:47,TT216,Temperature Transmitter,140.8631,141.1149,-0.2519,0.257,0.0971,32.94,43.05,0.1824,23.72,127,114,18.591,181.08,38.18,1828.34,133,Warning
2025-03-01 15:06:12,TT246,Temperature Transmitter,131.1057,129.5982,1.5075,0.3866,0.0778,34.2,66.31,0.6292,23.528,125,0,12.323,114.68,80.87,566.67,0,Normal
2025-02-16 10:47:33,TT215,Temperature Transmitter,290.2902,291.8007,-1.5104,0.2605,0.0915,32.71,59.09,0.6343,24.352,136,0,13.283,196.64,90.23,911.2,0,Normal
2025-05-04 13:34:28,TT232,Temperature Transmitter,107.8056,108.3595,-0.5539,0.1611,0.0901,31.9,44.86,0.05,23.682,146,11,46.447,36.3,41.17,767.0,0,Normal
2025-03-16 23:13:00,PT146,Pressure Transmitter,26.2325,25.8052,0.4273,0.1058,0.0506,34.58,58.68,0.3594,23.516,124,12,18.852,253.45,74.12,202.14,0,Normal
2025-02-10 18:12:32,TT235,Temperature Transmitter,292.8643,293.6013,-0.737,0.2571,0.0753,32.93,63.74,0.2893,23.93,110,0,28.852,192.16,57.09,1312.9,0,Normal
2025-01-22 20:18:14,FM302,Flow Meter,574.8959,572.3106,2.5853,0.2734,0.0535,27.14,85.48,0.2883,22.13,94,0,41.132,230.99,44.3,492.68,161,Warning
2025-03-24 00:47:31,TT233,Temperature Transmitter,159.6403,161.5336,-1.8932,0.1391,0.0558,32.48,54.44,0.1884,23.736,140,0,14.246,115.77,58.2,553.19,0,Normal
2025-03-22 20:39:24,PT108,Pressure Transmitter,14.6116,13.513,1.0987,0.2433,0.1028,32.37,72.92,0.2385,24.615,164,72,51.205,227.51,50.19,508.93,112,Warning
2025-02-22 08:18:40,TT223,Temperature Transmitter,307.6863,309.4047,-1.7184,0.1198,0.0313,34.08,67.93,0.05,24.47,73,0,12.074,222.54,40.21,541.2,0,Normal
2025-05-01 19:58:52,LT423,Level Transmitter,43.4082,42.1141,1.2941,0.1949,0.0826,31.98,44.07,0.0906,26.481,196,3,40.121,101.61,53.8,1935.24,270,Faulty
2025-01-10 11:47:40,LT408,Level Transmitter,35.7579,36.5261,-0.7683,0.0963,0.0531,27.4,72.16,0.05,23.549,81,0,17.215,184.05,46.03,547.16,0,Normal
2025-01-04 22:06:06,TT203,Temperature Transmitter,125.2606,125.2282,0.0324,0.1846,0.0364,24.5,77.29,0.6824,23.876,103,0,20.309,190.68,91.51,943.0,0,Normal
2025-02-05 19:29:05,PT108,Pressure Transmitter,13.7213,14.0504,-0.3291,0.3883,0.0947,31.9,76.04,0.6637,22.628,119,27,53.147,237.35,65.19,587.32,110,Warning
2025-05-18 12:42:38,PT121,Pressure Transmitter,43.2279,41.782,1.4459,0.1948,0.1504,30.66,44.12,0.5005,23.96,252,134,17.216,120.51,44.08,473.32,213,Faulty
2025-04-02 17:27:21,TT232,Temperature Transmitter,110.9717,109.7975,1.1742,0.1819,0.0561,37.17,53.68,0.0594,24.184,114,0,50.799,43.72,58.0,962.45,0,Normal
2025-04-18 08:14:47,FM325,Flow Meter,572.7717,571.2343,1.5374,0.138,0.1337,34.75,45.39,0.1761,23.895,209,0,9.464,86.08,52.36,301.9,0,Normal
2025-02-20 23:47:55,FM332,Flow Meter,362.0774,362.215,-0.1376,0.2442,0.0621,31.58,70.62,0.3787,23.818,112,0,44.708,30.97,47.29,604.32,0,Normal
2025-01-03 14:49:26,FM317,Flow Meter,157.6001,165.3935,-7.7934,0.3345,0.0583,26.39,78.66,0.8077,24.189,104,0,46.563,83.34,72.91,1003.88,253,Faulty
2025-04-24 04:29:34,FM313,Flow Meter,416.4481,412.9007,3.5474,0.2944,0.1028,32.74,54.37,0.7973,24.553,170,16,40.735,159.83,83.12,588.32,257,Faulty
2025-03-29 23:22:36,TT213,Temperature Transmitter,128.9228,130.4154,-1.4926,0.2413,0.0525,33.71,62.94,0.7103,24.178,96,0,39.881,87.31,85.28,1501.69,0,Normal
2025-01-15 07:35:34,LT421,Level Transmitter,76.1399,77.0868,-0.9469,0.2247,0.0376,31.2,77.42,0.2583,24.423,98,0,11.876,42.42,65.67,1886.88,0,Normal
2025-01-30 03:42:27,TT219,Temperature Transmitter,82.2913,79.6563,2.635,0.31,0.0463,27.85,69.21,0.6346,23.494,85,0,19.28,181.69,93.8,987.41,133,Warning
2025-02-15 16:52:58,TT250,Temperature Transmitter,341.298,340.0022,1.2958,0.2954,0.0837,34.19,73.77,0.5391,23.977,140,0,42.796,167.87,81.32,627.29,0,Normal
2025-02-17 18:05:08,LT413,Level Transmitter,39.8484,39.3694,0.4791,0.2627,0.0744,30.58,76.25,0.6214,23.865,83,16,51.888,241.15,72.46,1093.56,0,Normal
2025-04-25 10:17:14,PT101,Pressure Transmitter,23.6667,22.504,1.1628,0.3314,0.0497,33.66,52.04,0.9713,23.803,151,131,56.58,257.8,89.52,418.67,112,Warning
2025-02-10 03:25:01,PT126,Pressure Transmitter,31.5579,31.4822,0.0757,0.1391,0.0266,30.1,79.86,0.05,24.465,90,0,8.545,196.54,46.97,667.33,0,Normal
2025-03-06 21:52:32,TT209,Temperature Transmitter,157.1348,157.9298,-0.795,0.0822,0.0777,30.49,62.29,0.5167,23.939,117,50,26.281,188.07,60.73,561.13,0,Normal
2025-04-10 18:12:05,TT206,Temperature Transmitter,254.0548,252.0486,2.0061,0.1933,0.0799,34.06,60.35,0.3303,23.68,177,16,21.874,249.55,81.76,996.25,137,Warning
2025-03-12 17:21:43,PT117,Pressure Transmitter,54.5865,54.5189,0.0676,0.3669,0.0657,35.03,56.62,0.5815,24.383,84,29,7.749,182.37,70.3,363.05,0,Normal
2025-03-29 21:18:48,LT410,Level Transmitter,32.9243,32.4946,0.4297,0.3168,0.1244,35.85,57.34,0.8572,24.475,169,56,43.035,59.01,90.48,1412.04,177,Warning
2025-04-11 17:14:20,LT405,Level Transmitter,19.8307,20.2624,-0.4317,0.1697,0.1176,34.6,53.78,0.4948,24.34,122,106,34.4,165.77,66.17,1250.04,177,Warning
2025-04-02 18:34:01,PT132,Pressure Transmitter,29.3837,29.0674,0.3164,0.1698,0.1003,36.4,69.91,0.4717,24.172,181,85,22.207,196.07,60.56,260.39,0,Normal
2025-03-13 16:46:44,FM302,Flow Meter,567.0477,571.5049,-4.4572,0.2703,0.1004,34.52,70.78,0.5225,23.943,144,30,42.579,244.91,59.69,950.11,261,Faulty
2025-03-30 22:23:29,FM302,Flow Meter,572.0848,572.7723,-0.6875,0.3006,0.0982,36.84,69.4,0.7447,24.672,161,47,45.759,242.78,74.53,746.2,157,Warning
2025-04-22 01:08:09,PT145,Pressure Transmitter,36.2954,36.048,0.2473,0.1168,0.0886,35.48,51.44,0.384,23.413,130,74,16.33,169.07,60.37,748.38,0,Normal
2025-01-09 11:37:40,TT204,Temperature Transmitter,131.5058,133.6715,-2.1657,0.1342,0.0548,26.33,71.88,0.1079,24.335,104,0,7.201,181.75,52.61,977.26,0,Normal
2025-04-23 09:48:30,TT202,Temperature Transmitter,139.5358,141.4506,-1.9148,0.3365,0.0947,33.16,59.12,0.6803,23.775,136,48,48.237,231.28,77.71,1293.07,130,Warning
2025-03-22 17:10:26,TT248,Temperature Transmitter,139.8477,138.8066,1.0411,0.1921,0.0594,33.23,49.83,0.05,24.027,128,36,42.874,188.13,49.68,484.32,0,Normal
2025-01-13 13:32:43,PT105,Pressure Transmitter,43.5562,43.7378,-0.1816,0.0703,0.0207,29.31,72.75,0.137,23.93,13,21,15.955,193.5,47.34,455.29,0,Normal
2025-03-21 04:09:44,FM320,Flow Meter,307.5235,307.1894,0.3341,0.1188,0.0705,34.96,60.33,0.4341,24.228,130,27,24.347,95.27,58.17,1034.87,0,Normal
2025-02-08 22:53:35,FM316,Flow Meter,383.5262,383.042,0.4842,0.1287,0.0604,32.83,73.35,0.146,23.883,120,0,46.011,204.71,43.34,754.4,0,Normal
2025-05-18 11:28:41,FM322,Flow Meter,588.1173,590.2569,-2.1396,0.3554,0.09,31.8,42.6,0.8448,23.693,173,142,9.979,60.84,49.13,870.66,257,Faulty
2025-02-27 07:08:16,FM306,Flow Meter,268.9173,266.3637,2.5535,0.4001,0.0492,32.59,73.92,0.9833,24.026,146,0,58.676,99.36,86.31,541.16,157,Warning
2025-01-03 13:17:53,LT418,Level Transmitter,37.9589,35.5696,2.3893,0.3743,0.0466,27.65,80.13,0.8731,24.317,51,0,26.46,99.58,99.29,968.71,170,Warning
2025-01-22 01:07:38,PT142,Pressure Transmitter,53.4047,52.7894,0.6153,0.2835,0.0469,29.33,70.13,0.8878,27.373,77,58,15.454,246.35,86.18,449.7,221,Faulty
2025-02-07 22:23:36,TT245,Temperature Transmitter,148.2589,146.388,1.8709,0.1367,0.0901,31.65,79.41,0.05,24.257,113,0,48.344,53.23,43.55,799.72,0,Normal
2025-03-09 05:49:23,TT205,Temperature Transmitter,339.0422,341.6123,-2.5702,0.1147,0.1131,34.73,61.9,0.05,24.103,185,0,11.18,153.05,44.85,408.28,0,Normal
2025-03-15 16:47:26,PT130,Pressure Transmitter,12.8915,13.578,-0.6865,0.3258,0.0598,33.89,56.53,0.7823,24.151,90,127,26.661,261.2,90.11,294.92,121,Warning
2025-02-18 14:07:01,TT246,Temperature Transmitter,127.4113,129.4888,-2.0774,0.251,0.0668,32.32,77.69,0.2205,24.198,114,0,12.093,87.49,69.11,689.91,0,Normal
2025-02-21 15:40:37,FM301,Flow Meter,476.5661,477.6396,-1.0736,0.2413,0.0921,32.0,64.49,0.3004,24.043,142,62,33.164,158.4,51.68,831.54,0,Normal
2025-03-17 17:11:06,FM301,Flow Meter,476.4103,479.7053,-3.295,0.2614,0.1068,32.21,56.92,0.7006,24.069,166,86,36.064,157.63,61.37,735.68,253,Faulty
2025-03-20 17:34:13,TT209,Temperature Transmitter,156.2281,156.2744,-0.0463,0.1824,0.0668,30.01,65.47,0.4959,23.805,131,64,30.269,186.48,68.28,1558.6,0,Normal
2025-04-08 22:39:07,FM324,Flow Meter,376.2793,378.6735,-2.3942,0.1965,0.0709,33.79,57.42,0.6423,24.559,111,69,45.258,116.67,44.35,719.05,150,Warning
2025-03-04 21:22:12,PT143,Pressure Transmitter,14.8551,14.7392,0.1159,0.3457,0.0677,34.57,64.19,0.8384,23.986,81,119,21.868,107.29,78.73,367.17,0,Normal
2025-04-07 15:18:15,PT138,Pressure Transmitter,33.6929,34.2745,-0.5816,0.1126,0.0861,35.39,56.52,0.05,24.267,176,67,5.0,123.02,35.91,501.29,0,Normal
2025-04-25 01:13:43,FM305,Flow Meter,478.3856,479.2651,-0.8796,0.3233,0.0955,33.81,50.04,1.1091,23.786,157,6,32.635,223.64,93.21,956.9,157,Warning
2025-04-02 18:38:36,FM305,Flow Meter,474.6533,476.928,-2.2746,0.233,0.0874,32.73,56.71,0.4666,26.678,134,0,21.55,208.07,52.94,336.5,257,Faulty
2025-03-29 11:40:27,TT210,Temperature Transmitter,89.7645,88.7962,0.9683,0.1078,0.1195,33.75,58.44,0.3983,24.374,188,0,10.702,248.44,70.89,501.38,0,Normal
2025-03-17 01:12:55,LT407,Level Transmitter,22.1196,24.8111,-2.6915,0.3573,0.0188,33.54,72.6,0.97,24.238,77,62,31.997,189.64,88.16,2237.81,277,Faulty
2025-02-22 12:49:59,LT428,Level Transmitter,67.2446,67.4765,-0.2318,0.1644,0.0859,31.69,69.96,0.1183,24.21,157,90,21.867,179.48,44.63,1412.7,0,Normal
2025-03-24 07:18:09,TT250,Temperature Transmitter,338.0975,337.7555,0.342,0.0879,0.1023,33.87,63.59,0.05,25.982,177,27,35.307,141.98,40.04,1252.31,133,Warning
2025-02-11 19:43:26,PT144,Pressure Transmitter,14.0745,14.5645,-0.49,0.3135,0.0764,30.35,73.1,0.6421,23.505,126,75,10.029,225.58,67.15,475.94,0,Normal
2025-01-12 15:13:03,FM310,Flow Meter,316.2057,313.566,2.6397,0.3056,0.0946,24.45,71.28,0.4505,24.449,122,1,23.464,94.59,37.78,622.84,153,Warning
2025-01-21 05:38:02,PT144,Pressure Transmitter,15.9545,14.9683,0.9861,0.3702,0.0811,31.42,77.13,0.8949,24.048,105,54,17.082,232.2,82.47,665.62,117,Warning
2025-03-19 14:20:10,TT229,Temperature Transmitter,68.0126,67.3356,0.677,0.1479,0.066,30.17,61.93,0.05,25.86,104,30,20.758,33.28,34.44,959.95,0,Normal
2025-02-09 15:17:19,FM330,Flow Meter,523.3646,518.952,4.4126,0.1734,0.0309,30.72,70.56,0.162,24.219,140,0,18.225,148.85,43.62,1025.75,161,Warning
2025-01-25 16:34:52,TT204,Temperature Transmitter,133.9009,133.876,0.0249,0.0504,0.0622,27.72,72.12,0.05,23.185,120,0,5.0,166.86,34.19,1336.11,0,Normal
2025-01-27 07:57:39,FM302,Flow Meter,570.2044,573.1438,-2.9394,0.2389,0.058,30.38,61.22,0.3856,24.331,99,0,41.388,242.64,53.96,809.07,0,Normal
2025-03-04 02:02:07,TT230,Temperature Transmitter,230.6332,230.0558,0.5774,0.1838,0.0221,33.29,69.9,0.4028,23.942,85,0,12.981,106.28,70.82,1486.56,0,Normal
2025-04-18 20:55:10,PT125,Pressure Transmitter,33.9733,33.7281,0.2453,0.2123,0.0923,35.11,57.88,0.653,23.9,199,164,37.846,192.98,51.31,806.19,117,Warning
2025-04-20 23:06:05,TT207,Temperature Transmitter,68.0046,69.0647,-1.0601,0.2224,0.0886,33.98,51.91,0.3558,24.089,125,73,46.623,162.15,69.79,1241.41,0,Normal
2025-01-12 13:59:10,TT236,Temperature Transmitter,310.2982,309.5476,0.7506,0.3063,0.0545,25.37,75.64,0.4267,23.49,97,0,53.145,244.47,68.31,1114.32,0,Normal
2025-03-28 15:58:24,LT408,Level Transmitter,37.5042,36.635,0.8692,0.1135,0.0947,34.67,66.79,0.196,24.007,158,0,20.235,191.47,62.52,1944.79,0,Normal
2025-03-23 05:34:08,TT249,Temperature Transmitter,107.4779,107.4353,0.0426,0.074,0.1089,34.97,66.67,0.05,24.147,161,0,17.185,173.36,39.13,1394.7,0,Normal
2025-05-19 07:56:41,TT250,Temperature Transmitter,338.3598,338.5366,-0.1769,0.1706,0.1388,33.61,52.3,0.1037,24.15,233,83,34.458,154.42,50.36,1251.01,0,Normal
2025-04-03 03:12:48,FM326,Flow Meter,292.9973,295.2965,-2.2992,0.4022,0.0944,32.22,56.82,0.9619,23.91,138,63,33.688,152.18,61.21,949.76,261,Faulty
2025-01-05 12:25:45,LT415,Level Transmitter,36.4232,37.5448,-1.1216,0.3079,0.0545,24.9,74.94,0.7472,23.689,75,0,24.246,169.61,80.55,1147.97,0,Normal
2025-01-23 14:54:28,PT113,Pressure Transmitter,58.8009,59.1495,-0.3486,0.2183,0.0266,29.98,71.9,0.05,24.39,40,0,45.309,179.51,46.8,339.44,0,Normal
2025-03-18 05:24:24,TT202,Temperature Transmitter,139.5984,140.8261,-1.2277,0.2009,0.0635,36.62,61.95,0.1685,23.738,100,12,43.183,228.6,61.67,1303.86,0,Normal
2025-02-17 19:03:58,TT248,Temperature Transmitter,139.2923,140.3678,-1.0756,0.1628,0.0447,34.43,68.39,0.3124,23.342,95,3,46.945,191.03,64.98,545.67,0,Normal
2025-01-04 17:27:40,PT107,Pressure Transmitter,32.9097,32.2618,0.6479,0.3158,0.0651,25.96,68.92,0.9613,23.668,102,56,20.653,134.62,100.0,357.45,110,Warning
2025-04-28 00:00:24,TT228,Temperature Transmitter,122.51,125.7901,-3.28,0.2523,0.1385,34.29,49.04,0.9423,23.987,192,70,22.254,171.81,100.0,1364.15,241,Faulty
2025-04-11 18:52:47,PT103,Pressure Transmitter,18.0961,17.4526,0.6435,0.3084,0.128,34.36,56.75,1.2413,23.356,189,142,49.928,271.84,100.0,466.25,213,Faulty
2025-01-22 11:05:37,LT401,Level Transmitter,26.7697,27.1657,-0.396,0.0946,0.0292,30.63,68.11,0.05,24.08,42,4,7.652,145.22,57.23,599.6,0,Normal
2025-02-09 09:10:18,PT117,Pressure Transmitter,53.6558,53.9418,-0.286,0.4229,0.0523,30.77,84.79,0.05,21.617,53,0,5.0,165.51,42.16,261.03,110,Warning
2025-02-16 11:51:07,FM337,Flow Meter,176.237,176.008,0.2289,0.1902,0.0988,30.67,65.15,0.5099,23.619,156,0,29.815,83.56,82.61,1098.53,0,Normal
2025-01-19 21:40:29,TT216,Temperature Transmitter,143.4206,141.6143,1.8063,0.2678,0.0083,29.25,59.98,0.5115,23.89,22,9,23.692,205.14,63.51,729.41,0,Normal
2025-04-01 15:26:03,PT121,Pressure Transmitter,43.5314,42.332,1.1994,0.286,0.1234,35.35,59.15,0.7071,23.729,205,87,27.912,149.3,72.8,782.83,117,Warning
2025-03-05 03:20:48,LT426,Level Transmitter,51.96,52.2313,-0.2712,0.2174,0.0966,31.27,69.9,0.2761,23.942,159,116,28.17,83.96,57.84,1134.88,170,Warning
2025-03-06 21:16:57,LT429,Level Transmitter,31.0844,30.7516,0.3328,0.1759,0.0921,35.2,66.63,0.3834,23.949,121,5,40.397,49.33,63.07,573.6,0,Normal
2025-01-08 17:35:29,LT415,Level Transmitter,37.2291,36.8565,0.3726,0.3158,0.0555,28.94,87.1,0.1462,22.537,78,0,19.976,149.15,49.99,1024.57,0,Normal
2025-05-13 19:55:38,TT215,Temperature Transmitter,290.8355,289.8991,0.9364,0.2066,0.1267,34.48,55.18,0.3048,24.42,222,19,8.472,182.88,64.59,1501.33,130,Warning
2025-03-28 19:45:30,TT218,Temperature Transmitter,287.4774,289.858,-2.3806,0.1705,0.072,35.99,63.34,0.6805,24.707,143,0,34.754,268.51,89.46,927.42,141,Warning
2025-02-22 06:38:19,PT113,Pressure Transmitter,59.9497,59.1447,0.805,0.1879,0.04,32.3,64.92,0.05,23.406,70,0,47.652,189.43,48.14,648.84,0,Normal
2025-04-15 23:15:23,TT243,Temperature Transmitter,95.0142,93.894,1.1203,0.2173,0.1353,33.25,57.08,0.5619,23.726,205,16,21.543,165.0,76.67,1346.48,141,Warning
2025-02-13 14:34:22,PT110,Pressure Transmitter,15.3638,15.1665,0.1973,0.133,0.0635,30.17,63.19,0.1859,23.978,92,5,17.542,212.53,63.22,390.16,0,Normal
2025-03-12 17:02:50,LT408,Level Transmitter,36.6129,36.8673,-0.2544,0.1849,0.0677,35.91,67.84,0.4688,24.084,142,0,21.141,190.3,69.9,1059.94,0,Normal
2025-04-03 17:26:54,TT211,Temperature Transmitter,214.3294,215.0979,-0.7686,0.1104,0.1036,35.75,60.12,0.05,23.688,139,60,35.423,94.59,36.56,974.56,0,Normal
2025-04-15 14:32:00,LT420,Level Transmitter,63.5186,64.5237,-1.0051,0.1125,0.0336,32.57,54.28,0.2329,24.365,124,47,21.177,98.88,53.59,920.75,0,Normal
2025-01-14 06:34:51,TT204,Temperature Transmitter,133.7806,134.412,-0.6314,0.1056,0.0571,28.44,68.11,0.1423,24.106,109,0,8.8,177.75,68.73,1035.31,0,Normal
2025-02-26 10:01:40,PT134,Pressure Transmitter,29.0351,29.3157,-0.2806,0.151,0.055,30.75,61.92,0.2774,24.541,167,0,32.448,128.44,65.51,532.7,0,Normal
2025-03-16 21:40:28,FM320,Flow Meter,312.2914,306.5277,5.7638,0.2244,0.0607,32.87,64.32,1.0948,23.707,125,22,31.64,117.01,94.03,453.41,257,Faulty
2025-01-24 00:16:31,TT230,Temperature Transmitter,231.0515,230.3114,0.7401,0.0913,0.0,28.73,54.67,0.2001,24.289,46,0,7.601,91.28,47.4,1137.23,0,Normal
2025-02-13 07:29:00,FM306,Flow Meter,264.6204,265.5977,-0.9773,0.3779,0.0468,32.02,62.57,1.0725,24.053,132,0,55.67,91.56,83.04,463.83,0,Normal
2025-05-05 06:11:43,TT247,Temperature Transmitter,125.9853,126.4191,-0.4338,0.125,0.1166,29.57,45.06,0.05,23.655,201,0,17.762,67.78,45.18,1075.15,0,Normal
2025-03-07 11:16:45,FM320,Flow Meter,307.8006,306.0243,1.7763,0.1407,0.0542,36.64,66.78,0.2348,23.387,116,13,17.572,87.95,37.52,730.3,0,Normal
2025-03-18 07:44:58,TT231,Temperature Transmitter,162.3541,161.8368,0.5173,0.1822,0.0723,34.3,64.07,0.3337,23.401,111,40,28.905,252.79,68.71,1189.87,0,Normal
2025-04-01 23:45:47,TT229,Temperature Transmitter,67.4073,67.5675,-0.1601,0.2124,0.0452,34.47,67.83,0.346,23.289,117,43,28.431,44.44,65.55,633.5,0,Normal
2025-02-03 14:13:56,PT113,Pressure Transmitter,60.0084,60.0162,-0.0077,0.2661,0.0369,30.7,78.28,0.301,24.816,51,0,55.982,205.48,78.55,420.74,0,Normal
2025-04-01 08:47:24,PT117,Pressure Transmitter,54.96,54.5805,0.3795,0.408,0.078,33.98,66.39,0.5267,23.15,104,49,10.751,187.94,75.23,442.56,121,Warning
2025-03-30 14:22:35,LT414,Level Transmitter,51.5522,52.048,-0.4958,0.3064,0.0616,35.61,70.84,0.6389,24.64,105,29,18.661,72.8,75.58,1351.32,0,Normal
